,155,278,550,680,12477,77338,92321,157336,299534,299536
155,1.0,0.3375061807581558,0.36517364407708075,0.24976918100516848,-0.1663073934170623,-0.24892334194659776,-0.3266212366990665,-0.32593317771561015,-0.3266212366990665,-0.4065394269053124
278,0.3375061807581558,1.0,0.4269562819149833,0.2182178902359924,-0.16666666666666669,-0.2494610901255934,-0.32732683535398854,-0.32663728995924385,0.2182178902359923,0.1164050492949297
550,0.36517364407708075,0.4269562819149833,1.0,0.5856368512499449,0.32530002431617777,-0.6086227401284681,-0.3726779962499649,-0.7969133877473433,0.15971914124998493,0.33511910349057356
680,0.24976918100516848,0.2182178902359924,0.5856368512499449,1.0,0.5091750772173155,-0.3266212366990665,-0.4285714285714286,-0.42766860172384974,0.5238095238095238,0.38102496404934383
12477,-0.1663073934170623,-0.16666666666666669,0.32530002431617777,0.5091750772173155,1.0,-0.16630739341706227,-0.21821789023599236,-0.2177581933061626,0.5091750772173154,0.4268185140814089
77338,-0.24892334194659776,-0.2494610901255934,-0.6086227401284681,-0.3266212366990665,-0.16630739341706227,1.0,0.1857258012602535,0.20499869548628868,-0.32662123669906645,-0.4065394269053124
92321,-0.3266212366990665,-0.32732683535398854,-0.3726779962499649,-0.4285714285714286,-0.21821789023599236,0.1857258012602535,1.0,0.5044296328024894,0.0476190476190476,-0.5334349496690812
157336,-0.32593317771561015,-0.32663728995924385,-0.7969133877473433,-0.42766860172384974,-0.2177581933061626,0.20499869548628868,0.5044296328024894,1.0,0.010965861582662814,-0.11114190260709117
299534,-0.3266212366990665,0.2182178902359923,0.15971914124998493,0.5238095238095238,0.5091750772173154,-0.32662123669906645,0.0476190476190476,0.010965861582662814,1.0,0.38102496404934383
299536,-0.4065394269053124,0.1164050492949297,0.33511910349057356,0.38102496404934383,0.4268185140814089,-0.4065394269053124,-0.5334349496690812,-0.11114190260709117,0.38102496404934383,1.0
